
;======================================================== ~~  ~~ =========================================================;
;================================================ ~~ SID&STAR-Section ~~ =================================================;
[SIDSSTARS]
STAR:EFKE:18:BEXUL4K:BEXUL XULBI LEGVU ;  Combiner=EFKE1/5 | ID=18_BEXU4K
STAR:ESNK:17:KG·LOC:KG CL17 FF17 40LOC ;  Combiner=ESNK1/AL | ID=17_KG_L
STAR:ESNK:17:L·NK500·RNP:NK500 NK851 NK854 ;  Combiner=ESNK1/6AR | ID=17_L_NK500_R
STAR:ESNK:17:R·NK852·RNP:NK852 NK851 NK854 ;  Combiner=ESNK1/6AR | ID=17_R_NK852_R
STAR:ESNK:17:S·NK853·RNP:NK853 NK851 NK854 ;  Combiner=ESNK1/6AR | ID=17_S_NK853_R
STAR:ESNK:17:DME16·NDBDME:D164P CQ17 FQ17 KG ;  Combiner=ESNK1/AQ | ID=17_DME16_Q
STAR:ESNK:17:KG·NDBDME:KG QC17 CQ17 FQ17 KG ;  Combiner=ESNK1/AQ | ID=17_KG_Q
STAR:ESNK:35:OVHD·NK:ESNK ;  Combiner=ESNK1/2 | ID=35_OVHD-NK
STAR:ESNK:35:DME15·ILS:D165Q CI35 FI35 ;  Combiner=ESNK1/AI | ID=35_DME15_I
STAR:ESNK:35:LUE·ILS:LUE CI35 FI35 ;  Combiner=ESNK1/AI | ID=35_LUE_I
STAR:ESNK:35:L·NK700·RNP:NK700 NK551 NK555 ;  Combiner=ESNK1/6AR | ID=35_L_NK700_R
STAR:ESNK:35:R·NK552·RNP:NK552 NK551 NK555 ;  Combiner=ESNK1/6AR | ID=35_R_NK552_R
STAR:ESNK:35:S·NK553·RNP:NK553 NK551 NK555 ;  Combiner=ESNK1/6AR | ID=35_S_NK553_R
STAR:ESNK:35:LUE·NDB:LUE ;  Combiner=ESNK1/AN | ID=35_LUE_N
STAR:ESNL:14:OVHD·NL:ESNL ;  Combiner=ESNL1/2 | ID=14_OVHD-NL
STAR:ESNL:14:L·NL852·ILS·Z:NL852 NL851 FF14 ;  Combiner=ESNL1/6AI | ID=14_L_NL852_I-Z
STAR:ESNL:14:R·NL854·ILS·Z:NL854 NL851 FF14 ;  Combiner=ESNL1/6AI | ID=14_R_NL854_I-Z
STAR:ESNL:14:S·NL853·ILS·Z:NL853 NL851 FF14 ;  Combiner=ESNL1/6AI | ID=14_S_NL853_I-Z
STAR:ESNL:14:DD·ILS·Y:DD CF14 FF14 ;  Combiner=ESNL1/AI | ID=14_DD_I-Y
STAR:ESNL:14:DME13·ILS·Y:D315M CF14 FF14 ;  Combiner=ESNL1/AI | ID=14_DME13_I-Y
STAR:ESNL:14:L·NL852·RNP:NL852 NL851 NL850 ;  Combiner=ESNL1/6AR | ID=14_L_NL852_R
STAR:ESNL:14:R·NL854·RNP:NL854 NL851 NL850 ;  Combiner=ESNL1/6AR | ID=14_R_NL854_R
STAR:ESNL:14:S·NL853·RNP:NL853 NL851 NL850 ;  Combiner=ESNL1/6AR | ID=14_S_NL853_R
STAR:ESNL:14:DD·NDB:DD FN14 ;  Combiner=ESNL1/AN | ID=14_DD_N
STAR:ESNL:32:OVHD·NL:ESNL ;  Combiner=ESNL1/2 | ID=32_OVHD-NL
STAR:ESNL:32:L·NL552·LOC·Z:NL552 NL551 FF32 35LOC ;  Combiner=ESNL1/6AL | ID=32_L_NL552_L-Z
STAR:ESNL:32:R·NL554·LOC·Z:NL554 NL551 FF32 35LOC ;  Combiner=ESNL1/6AL | ID=32_R_NL554_L-Z
STAR:ESNL:32:S·NL553·LOC·Z:NL553 NL551 FF32 35LOC ;  Combiner=ESNL1/6AL | ID=32_S_NL553_L-Z
STAR:ESNL:32:DME14·LOC·Y:D136N CL32 FF32 35LOC ;  Combiner=ESNL1/AL | ID=32_DME14_L-Y
STAR:ESNL:32:OL·LOC·Y:OL CL32 FF32 35LOC ;  Combiner=ESNL1/AL | ID=32_OL_L-Y
STAR:ESNL:32:L·NL552·RNP:NL552 NL551 NL550 ;  Combiner=ESNL1/6AR | ID=32_L_NL552_R
STAR:ESNL:32:R·NL554·RNP:NL554 NL551 NL550 ;  Combiner=ESNL1/6AR | ID=32_R_NL554_R
STAR:ESNL:32:S·NL553·RNP:NL553 NL551 NL550 ;  Combiner=ESNL1/6AR | ID=32_S_NL553_R
STAR:ESNL:32:OL·NDB:OL ;  Combiner=ESNL1/AN | ID=32_OL_N
STAR:ESNN:16:SUN·ILS:SUN NEKPO FI16 ;  Combiner=ESNN1/AI | ID=16_SUN_I
STAR:ESNN:16:DEGED1S:DEGED NN712 NN850 NEKPO FI16 ;  Combiner=ESNN1/5I* | ID=16_DEGE1S_I
STAR:ESNN:16:GAJPA1S:GAJPA NN520 NEKPO FI16 ;  Combiner=ESNN1/5I* | ID=16_GAJP1S_I
STAR:ESNN:16:SINU1S:SINNU NN713 NN850 NEKPO FI16 ;  Combiner=ESNN1/5I* | ID=16_SINU1S_I
STAR:ESNN:16:ZIPCO1S:ZIPCO NN711 NN850 NEKPO FI16 ;  Combiner=ESNN1/5I* | ID=16_ZIPC1S_I
STAR:ESNN:16:ZIPCO1E:ZIPCO D165P D323N FI16 ;  Combiner=ESNN1/2I* | ID=16_ZIPC1E_I
STAR:ESNN:16:L·NN854·RNP:NN854 NEKPO NN851 ;  Combiner=ESNN1/6AR | ID=16_L_NN854_R
STAR:ESNN:16:R·NN850·RNP:NN850 NEKPO NN851 ;  Combiner=ESNN1/6AR | ID=16_R_NN850_R
STAR:ESNN:16:S·NN853·RNP:NN853 NEKPO NN851 ;  Combiner=ESNN1/6AR | ID=16_S_NN853_R
STAR:ESNN:16:SUN·VORDME:SUN FD16 40VOR ;  Combiner=ESNN1/AD | ID=16_SUN_D
STAR:ESNN:34:SUN·ILS:SUN IXIBI FI34 ;  Combiner=ESNN1/AI | ID=34_SUN_I
STAR:ESNN:34:DEGED1T:DEGED NN714 NN700 IXIBI FI34 ;  Combiner=ESNN1/5I* | ID=34_DEGE1T_I
STAR:ESNN:34:GAJPA1T:GAJPA NN521 NN553 IXIBI FI34 ;  Combiner=ESNN1/5I* | ID=34_GAJP1T_I
STAR:ESNN:34:SINU1T:SINNU NN715 NN700 IXIBI FI34 ;  Combiner=ESNN1/5I* | ID=34_SINU1T_I
STAR:ESNN:34:ZIPCO1T:ZIPCO NN554 NN551 IXIBI FI34 ;  Combiner=ESNN1/5I* | ID=34_ZIPC1T_I
STAR:ESNN:34:ZIPCO1F:ZIPCO D165S FI34 ;  Combiner=ESNN1/2I* | ID=34_ZIPC1F_I
STAR:ESNN:34:L·NN700·RNP:NN700 IXIBI NN552 ;  Combiner=ESNN1/6AR | ID=34_L_NN700_R
STAR:ESNN:34:R·NN553·RNP:NN553 IXIBI NN552 ;  Combiner=ESNN1/6AR | ID=34_R_NN553_R
STAR:ESNN:34:S·NN551·RNP:NN551 IXIBI NN552 ;  Combiner=ESNN1/6AR | ID=34_S_NN551_R
STAR:ESNN:34:SUN·VORDME:SUN FD34 40VO2 ;  Combiner=ESNN1/AD | ID=34_SUN_D
STAR:ESNO:12:OSK·ILS·Z:OSK CI12 FI12 ;  Combiner=ESNO1/AI | ID=12_OSK_I-Z
STAR:ESNO:12:OSK14·ILS·Z:D181N D181L D226L D284L CI12 FI12 ;  Combiner=ESNO1/AI | ID=12_OSK14_I-Z
STAR:ESNO:12:OD·ILS·Y:OD CI12 FI12 ;  Combiner=ESNO1/AI | ID=12_OD_I-Y
STAR:ESNO:12:L·NO854·RNP:NO854 NO851 NO850 ;  Combiner=ESNO1/6AR | ID=12_L_NO854_R
STAR:ESNO:12:R·NO852·RNP:NO852 NO851 NO850 ;  Combiner=ESNO1/6AR | ID=12_R_NO852_R
STAR:ESNO:12:S·NO853·RNP:NO853 NO851 NO850 ;  Combiner=ESNO1/6AR | ID=12_S_NO853_R
STAR:ESNO:12:OSK14·VORDME:D181N D181L D226L D284L CD12 FD12 35VOR 25VOR ;  Combiner=ESNO1/AD | ID=12_OSK14_D
STAR:ESNO:12:OSK·VORDME:OSK CD12 FD12 35VOR 25VOR ;  Combiner=ESNO1/AD | ID=12_OSK_D
STAR:ESNO:30:OSK·VORDME:OSK CD30 FD30 ;  Combiner=ESNO1/AS | ID=30_OSK_D
STAR:ESNO:30:L·NO578·RNP:NO578 NO577 NO576 ;  Combiner=ESNO1/6AR | ID=30_L_NO578_R
STAR:ESNO:30:R·NO580·RNP:NO580 NO577 NO576 ;  Combiner=ESNO1/6AR | ID=30_R_NO580_R
STAR:ESNO:30:S·NO579·RNP:NO579 NO577 NO576 ;  Combiner=ESNO1/6AR | ID=30_S_NO579_R
STAR:ESNO:30:OSK12·VORDME:D181L D181J CD30 FD30 ;  Combiner=ESNO1/AS | ID=30_OSK12_D
STAR:ESNO:30:OO·NDB:OO ;  Combiner=ESNO1/AN | ID=30_OO_N
STAR:ESNQ:03:KRA·VORDME·Z:KRA CD03 FD03 ;  Combiner=ESNQ1/AD | ID=03_KRA_D-Z
STAR:ESNQ:03:TERPA1R·RNP:TERPA NQ550 NQ703 NQ700 NQ701 ;  Combiner=ESNQ1/5A*R | ID=03_TERP1R_NQ703_R
STAR:ESNQ:03:VAGAS2R·RNP:VAGAS NQ704 NQ703 NQ700 NQ701 ;  Combiner=ESNQ1/5A*R | ID=03_VAGA2R_NQ703_R
STAR:ESNQ:03:TERPA4E·VORDME·Z:TERPA D155N D199L D207L CD03 FD03 ;  Combiner=ESNQ1/2A*D | ID=03_TERP4E_DME12_D-Z
STAR:ESNQ:03:VAGAS4E·VORDME·Z:VAGAS D181N D199L D207L CD03 FD03 ;  Combiner=ESNQ1/2A*D | ID=03_VAGA4E_DME12_D-Z
STAR:ESNQ:03:NQ703·RNP:NQ703 NQ700 NQ701 ;  Combiner=ESNQ1/AR | ID=03_NQ703_R
STAR:ESNQ:03:DME12·VORDME·Z:D207L CD03 FD03 ;  Combiner=ESNQ1/AD | ID=03_DME12_D-Z
STAR:ESNQ:03:KRA·VORDME·Y:KRA FD03 ;  Combiner=ESNQ1/AS | ID=03_KRA_D-Y
STAR:ESNQ:03:KRA·1·VORDME·Z:LAPLA KRA CD03 FD03 ;  Combiner=ESNQ1/3A*D | ID=03_KRA-1_KRA_D-Z
STAR:ESNQ:21:KRA·ILS·Z:KRA D356J CI21Z FI21Z ;  Combiner=ESNQ1/AI | ID=21_KRA_I-Z
STAR:ESNQ:21:TERPA1S·RNP:TERPA NIMSO NQ529 NQ530 NQ531 ;  Combiner=ESNQ1/5A*R | ID=21_TERP1S_NQ529_R
STAR:ESNQ:21:VAGAS1S·RNP:VAGAS NIMSO NQ529 NQ530 NQ531 ;  Combiner=ESNQ1/5A*R | ID=21_VAGA1S_NQ529_R
STAR:ESNQ:21:LAPLA4F:LAPLA D014L D023L CI21Z FI21Z ;  Combiner=ESNQ1/2A*I* | ID=21_LAPL4F_DME12_I-Z
STAR:ESNQ:21:VAGAS4F:VAGAS D181K KRA D356J CI21Z FI21Z ;  Combiner=ESNQ1/2A*I* | ID=21_VAGA4F_KRA_I-Z
STAR:ESNQ:21:TERPA4F:TERPA D155K OP CI21Y FI21Y ;  Combiner=ESNQ1/2A*I* | ID=21_TERP4F_OP_I-Y
STAR:ESNQ:21:TERPA1H:TERPA D155K KRA D356J CI21Z FI21Z ;  Combiner=ESNQ1/2A*I* | ID=21_TERP1H_KRA_I-Z
STAR:ESNQ:21:DME12·ILS·Z:D023L CI21Z FI21Z ;  Combiner=ESNQ1/AI | ID=21_DME12_I-Z
STAR:ESNQ:21:OP·ILS·Y:OP CI21Y FI21Y ;  Combiner=ESNQ1/AI | ID=21_OP_I-Y
STAR:ESNQ:21:NQ528·RNP:NQ528 NQ530 NQ531 ;  Combiner=ESNQ1/AR | ID=21_NQ528_R
STAR:ESNQ:21:NQ529·RNP:NQ529 NQ530 NQ531 ;  Combiner=ESNQ1/AR | ID=21_NQ529_R
STAR:ESNQ:21:DME12·VORDME:D021L CD21 FD21 50VOR ;  Combiner=ESNQ1/AS | ID=21_DME12_D
STAR:ESNQ:21:KRA·VORDME:KRA CD21 FD21 50VOR ;  Combiner=ESNQ1/AS | ID=21_KRA_D
STAR:ESNQ:21:OP·NDBDME·Z:OP FQ21 ;  Combiner=ESNQ1/AQ | ID=21_OP_Q-Z
STAR:ESNQ:21:OP·NDB·Y:OP ;  Combiner=ESNQ1/AN | ID=21_OP_N-Y
STAR:ESNS:10:SKA·VORDME:SKA CD10 FD10 40VOR ;  Combiner=ESNS1/AD | ID=10_SKA_D
STAR:ESNS:10:TURAS·VORDME:SOPLI TURAS CD10 FD10 40VOR ;  Combiner=ESNS1/2D | ID=10_TURAS_D
STAR:ESNS:10:L·BALEX·RNP:BALEX NS850 NS851 ;  Combiner=ESNS1/6AR | ID=10_L_BALEX_R
STAR:ESNS:10:R·ENOVI·RNP:ENOVI NS850 NS851 ;  Combiner=ESNS1/6AR | ID=10_R_ENOVI_R
STAR:ESNS:10:S·ULGOT·RNP:ULGOT NS850 NS851 ;  Combiner=ESNS1/6AR | ID=10_S_ULGOT_R
STAR:ESNS:10:SOPLI·VORDME:SOPLI D192M D217M CD10 FD10 40VOR ;  Combiner=ESNS1/AD | ID=10_SOPLI_D
STAR:ESNS:28:SKA·ILS:SKA LUVIX CF28 FF28 ;  Combiner=ESNS1/AI | ID=28_SKA_I
STAR:ESNS:28:LUVIX·ILS:SOPLI LUVIX CF28 FF28 ;  Combiner=ESNS1/2I | ID=28_LUVIX_I
STAR:ESNS:28:SOPLI·ILS:SOPLI D192M D154M D096M CF28 FF28 ;  Combiner=ESNS1/AI | ID=28_SOPLI_I
STAR:ESNS:28:L·MOKMO·RNP:MOKMO LUVIX NS571 ;  Combiner=ESNS1/6AR | ID=28_L_MOKMO_R
STAR:ESNS:28:R·GATVI·RNP:GATVI LUVIX NS571 ;  Combiner=ESNS1/6AR | ID=28_R_GATVI_R
STAR:ESNS:28:S·INDAK·RNP:INDAK LUVIX NS571 ;  Combiner=ESNS1/6AR | ID=28_S_INDAK_R
STAR:ESNS:28:SOPLI·VORDME:SOPLI D192M D154M CD28 FD28 40VO2 ;  Combiner=ESNS1/AD | ID=28_SOPLI_D
STAR:ESNU:14:UME·ILS:UME NU850 FI14 ;  Combiner=ESNU1/AI | ID=14_UME_I
STAR:ESNU:14:KETEL3S:KETEL NU862 NU861 NU860 NU850 FI14 ;  Combiner=ESNU1/5I* | ID=14_KETE3S_I
STAR:ESNU:14:LENSO3S:LENSO NU872 NU871 NU870 NU850 FI14 ;  Combiner=ESNU1/5I* | ID=14_LENS3S_I
STAR:ESNU:14:TINDO3S:TINDO NU881 NU880 NU870 NU850 FI14 ;  Combiner=ESNU1/5I* | ID=14_TIND3S_I
STAR:ESNU:14:LENSO2E:LENSO D231M VNA D294M FD14 30VOR ;  Combiner=ESNU1/2D* | ID=14_LENS2E_D
STAR:ESNU:14:OSDOK·RNP:OSDOK NU850 NU910 ;  Combiner=ESNU1/AR | ID=14_OSDOK_R
STAR:ESNU:14:UME·VORDME:UME FD14 30VOR ;  Combiner=ESNU1/AD | ID=14_UME_D
STAR:ESNU:32:UME·ILS·Z:UME NU550 FI32 ;  Combiner=ESNU1/AI | ID=32_UME_I-Z
STAR:ESNU:32:GADE3T:GADDE NU550 FI32 ;  Combiner=ESNU1/5I* | ID=32_GADE3T_I-Z
STAR:ESNU:32:KETEL3T:KETEL NU562 NU561 NU560 NU550 FI32 ;  Combiner=ESNU1/5I* | ID=32_KETE3T_I-Z
STAR:ESNU:32:LENSO3T:LENSO NU572 NU571 NU570 NU550 FI32 ;  Combiner=ESNU1/5I* | ID=32_LENS3T_I-Z
STAR:ESNU:32:LENSO2F:LENSO D186Q D142N FD32 ;  Combiner=ESNU1/2D* | ID=32_LENS2F_D
STAR:ESNU:32:WU·ILS·Y:WU NU550 FI32 ;  Combiner=ESNU1/AI | ID=32_WU_I-Y
STAR:ESNU:32:NU550·RNP:NU550 NU630 ;  Combiner=ESNU1/AR | ID=32_NU550_R
STAR:ESNU:32:UME·VORDME:UME D130E D109K FD32 ;  Combiner=ESNU1/AD | ID=32_UME_D
STAR:ESNV:10:OVHD·NV:ESNV ;  Combiner=ESNV1/2 | ID=10_OVHD-NV
STAR:ESNV:10:L·NV853·RNP:NV853 NV851 NV850 ;  Combiner=ESNV1/6AR | ID=10_L_NV853_R
STAR:ESNV:10:R·NV700·RNP:NV700 NV851 NV850 ;  Combiner=ESNV1/6AR | ID=10_R_NV700_R
STAR:ESNV:10:S·NV852·RNP:NV852 NV851 NV850 ;  Combiner=ESNV1/6AR | ID=10_S_NV852_R
STAR:ESNV:10:DK·NDBDME:DK FQ10 ;  Combiner=ESNV1/AQ | ID=10_DK_Q
STAR:ESNV:28:OVHD·NV:ESNV ;  Combiner=ESNV1/2 | ID=28_OVHD-NV
STAR:ESNV:28:DME12·ILS:D097L CF28 FF28 ;  Combiner=ESNV1/AI | ID=28_DME12_I
STAR:ESNV:28:NV·ILS:NV CF28 FF28 ;  Combiner=ESNV1/AI | ID=28_NV_I
STAR:ESNV:28:L·NV553·RNP:NV553 NV551 NV550 ;  Combiner=ESNV1/6AR | ID=28_L_NV553_R
STAR:ESNV:28:R·NV500·RNP:NV500 NV551 NV550 ;  Combiner=ESNV1/6AR | ID=28_R_NV500_R
STAR:ESNV:28:S·NV552·RNP:NV552 NV551 NV550 ;  Combiner=ESNV1/6AR | ID=28_S_NV552_R
STAR:ESNV:28:NV·NDB:NV ;  Combiner=ESNV1/AN | ID=28_NV_N
STAR:ESNX:12:AN·ILS·Y:AN CF12 FF12 ;  Combiner=ESNX1/AI | ID=12_AN_I-Y
STAR:ESNX:12:L·NX853·ILS·Z:NX853 NX854 FF12 ;  Combiner=ESNX1/6AI | ID=12_L_NX853_I-Z
STAR:ESNX:12:R·NX851·ILS·Z:NX851 NX854 FF12 ;  Combiner=ESNX1/6AI | ID=12_R_NX851_I-Z
STAR:ESNX:12:S·NX852·ILS·Z:NX852 NX854 FF12 ;  Combiner=ESNX1/6AI | ID=12_S_NX852_I-Z
STAR:ESNX:12:L·NX853·RNP:NX853 NX854 NX855 ;  Combiner=ESNX1/6AR | ID=12_L_NX853_R
STAR:ESNX:12:R·NX851·RNP:NX851 NX854 NX855 ;  Combiner=ESNX1/6AR | ID=12_R_NX851_R
STAR:ESNX:12:S·NX852·RNP:NX852 NX854 NX855 ;  Combiner=ESNX1/6AR | ID=12_S_NX852_R
STAR:ESNX:12:AN·NDBDME:AN FQ12 AN ;  Combiner=ESNX1/AQ | ID=12_AN_Q
STAR:ESNX:12:AN·1·ILS·Y:OSKIR AN CF12 FF12 ;  Combiner=ESNX1/3A*I | ID=12_AN-1_AN_I-Y
STAR:ESNX:12:AN·2·ILS·Y:REKMI AN CF12 FF12 ;  Combiner=ESNX1/3A*I | ID=12_AN-2_AN_I-Y
STAR:ESNX:12:AN·3·ILS·Y:WAKZU AN CF12 FF12 ;  Combiner=ESNX1/3A*I | ID=12_AN-3_AN_I-Y
STAR:ESNX:12:AN·4·ILS·Y:IBNIC AN CF12 FF12 ;  Combiner=ESNX1/3A*I | ID=12_AN-4_AN_I-Y
STAR:ESNX:30:AS·ILS·Y:AS CF30 FF30 ;  Combiner=ESNX1/AI | ID=30_AS_I-Y
STAR:ESNX:30:DME12·ILS·Y:D120M CF30 FF30 ;  Combiner=ESNX1/AI | ID=30_DME12_I-Y
STAR:ESNX:30:L·NX553·ILS·Z:NX553 NX554 FF30 ;  Combiner=ESNX1/6AI | ID=30_L_NX553_I-Z
STAR:ESNX:30:R·NX551·ILS·Z:NX551 NX554 FF30 ;  Combiner=ESNX1/6AI | ID=30_R_NX551_I-Z
STAR:ESNX:30:S·NX552·ILS·Z:NX552 NX554 FF30 ;  Combiner=ESNX1/6AI | ID=30_S_NX552_I-Z
STAR:ESNX:30:L·NX553·RNP:NX553 NX554 NX555 ;  Combiner=ESNX1/6AR | ID=30_L_NX553_R
STAR:ESNX:30:R·NX551·RNP:NX551 NX554 NX555 ;  Combiner=ESNX1/6AR | ID=30_R_NX551_R
STAR:ESNX:30:S·NX552·RNP:NX552 NX554 NX555 ;  Combiner=ESNX1/6AR | ID=30_S_NX552_R
STAR:ESNX:30:AS·NDBDME:AS CQ30 FQ30 AS ;  Combiner=ESNX1/AQ | ID=30_AS_Q
STAR:ESNX:30:DME11·NDBDME:D120J CQ30 FQ30 AS ;  Combiner=ESNX1/AQ | ID=30_DME11_Q
STAR:ESNX:30:AS·1·ILS·Y:OSKIR AS CF30 FF30 ;  Combiner=ESNX1/3A*I | ID=30_AS-1_AS_I-Y
STAR:ESNX:30:AS·2·ILS·Y:REKMI AS CF30 FF30 ;  Combiner=ESNX1/3A*I | ID=30_AS-2_AS_I-Y
STAR:ESNX:30:AS·3·ILS·Y:WAKZU AS CF30 FF30 ;  Combiner=ESNX1/3A*I | ID=30_AS-3_AS_I-Y
STAR:ESNX:30:AS·4·ILS·Y:IBNIC AS CF30 FF30 ;  Combiner=ESNX1/3A*I | ID=30_AS-4_AS_I-Y
STAR:ESNZ:12:OSS·ILS:OSS CI12 FI12 ;  Combiner=ESNZ1/AI | ID=12_OSS_I
STAR:ESNZ:12:DOFOK1S:DOFOK DIGLO NZ720 NZ825 NZ855 CI12 FI12 ;  Combiner=ESNZ1/5A*I* | ID=12_DOFO1S_NZ855_I
STAR:ESNZ:12:OSLAV3S:OSLAV NZ700 NZ825 NZ855 CI12 FI12 ;  Combiner=ESNZ1/5A*I* | ID=12_OSLA3S_NZ855_I
STAR:ESNZ:12:BENKA5E:BENKA D071R OSS CI12 FI12 ;  Combiner=ESNZ1/2A*I* | ID=12_BENK5E_OSS_I
STAR:ESNZ:12:OSLAV5E:OSLAV D142R OSS CI12 FI12 ;  Combiner=ESNZ1/2A*I* | ID=12_OSLA5E_OSS_I
STAR:ESNZ:12:DOFOK1H·RNP·Y:DOFOK DIGLO NZ704 NZ700 NZ702 NZ950 ;  Combiner=ESNZ1/5A*R | ID=12_DOFO1H_NZ704_R-Y
STAR:ESNZ:12:OSLAV1H·RNP·Y:OSLAV NZ705 NZ700 NZ702 NZ950 ;  Combiner=ESNZ1/5A*R | ID=12_OSLA1H_NZ705_R-Y
STAR:ESNZ:12:NZ855·ILS:NZ855 CI12 FI12 ;  Combiner=ESNZ1/AI | ID=12_NZ855_I
STAR:ESNZ:12:L·NZ857·RNP·Z:NZ857 NZ855 NZ902 ;  Combiner=ESNZ1/6AR | ID=12_L_NZ857_R-Z
STAR:ESNZ:12:S·NZ856·RNP·Z:NZ856 NZ855 NZ902 ;  Combiner=ESNZ1/6AR | ID=12_S_NZ856_R-Z
STAR:ESNZ:12:NZ704·RNP·Y:NZ704 NZ700 NZ702 NZ950 ;  Combiner=ESNZ1/AR | ID=12_NZ704_R-Y
STAR:ESNZ:12:NZ705·RNP·Y:NZ705 NZ700 NZ702 NZ950 ;  Combiner=ESNZ1/AR | ID=12_NZ705_R-Y
STAR:ESNZ:12:OSS·VORDME:OSS FD12 ;  Combiner=ESNZ1/AD | ID=12_OSS_D
STAR:ESNZ:30:OSS·VORDME:OSS CD30 FD30 ;  Combiner=ESNZ1/AD | ID=30_OSS_D
STAR:ESNZ:30:BENKA6F·VORDME:BENKA D071R D071L D100J CD30 FD30 ;  Combiner=ESNZ1/2D | ID=30_BENK6F_D
STAR:ESNZ:30:OSLAV6F·VORDME:OSLAV D142R D142L D128J CD30 FD30 ;  Combiner=ESNZ1/2D | ID=30_OSLA6F_D
STAR:ESNZ:30:OSLAV·RNP:OSLAV NZ690 NZ691 NZ623 NZ624 ;  Combiner=ESNZ1/AR | ID=30_OSLAV_R
STAR:ESNZ:30:DJ·NDBDME:DJ CQ30 FQ30 ;  Combiner=ESNZ1/AQ | ID=30_DJ_Q
STAR:ESOE:01:RB·ILS·Y:RB CI01 FI01 ;  Combiner=ESOE1/AI | ID=01_RB_I-Y
STAR:ESOE:01:L·OE725·ILS·Z:OE725 OE710 FI01 ;  Combiner=ESOE1/6AI | ID=01_L_OE725_I-Z
STAR:ESOE:01:R·OE595·ILS·Z:OE595 OE710 FI01 ;  Combiner=ESOE1/6AI | ID=01_R_OE595_I-Z
STAR:ESOE:01:S·OE715·ILS·Z:OE715 OE710 FI01 ;  Combiner=ESOE1/6AI | ID=01_S_OE715_I-Z
STAR:ESOE:01:L·OE725·RNP:OE725 OE710 OE700 ;  Combiner=ESOE1/6AR | ID=01_L_OE725_R
STAR:ESOE:01:R·OE595·RNP:OE595 OE710 OE700 ;  Combiner=ESOE1/6AR | ID=01_R_OE595_R
STAR:ESOE:01:S·OE715·RNP:OE715 OE710 OE700 ;  Combiner=ESOE1/6AR | ID=01_S_OE715_R
STAR:ESOE:01:RB·NDB:RB ;  Combiner=ESOE1/AN | ID=01_RB_N
STAR:ESOE:01:RB·1·ILS·Y:BEDLA RB CI01 FI01 ;  Combiner=ESOE1/3A*I | ID=01_RB-1_RB_I-Y
STAR:ESOE:01:RB·2·ILS·Y:TABUT RB CI01 FI01 ;  Combiner=ESOE1/3A*I | ID=01_RB-2_RB_I-Y
STAR:ESOE:01:RB·3·ILS·Y:JOMFA RB CI01 FI01 ;  Combiner=ESOE1/3A*I | ID=01_RB-3_RB_I-Y
STAR:ESOE:01:RB·4·ILS·Y:DETSO RB CI01 FI01 ;  Combiner=ESOE1/3A*I | ID=01_RB-4_RB_I-Y
STAR:ESOE:01:RB·5·ILS·Y:SONIX RB CI01 FI01 ;  Combiner=ESOE1/3A*I | ID=01_RB-5_RB_I-Y
STAR:ESOE:01:RB·6·ILS·Y:LAPSI RB CI01 FI01 ;  Combiner=ESOE1/3A*I | ID=01_RB-6_RB_I-Y
STAR:ESOE:19:EN·ILS·Y:EN CF19 FF19 ;  Combiner=ESOE1/AI | ID=19_EN_I-Y
STAR:ESOE:19:DME14·ILS·Y:D005N CF19 FF19 ;  Combiner=ESOE1/AI | ID=19_DME14_I-Y
STAR:ESOE:19:L·OE405·ILS·Z:OE405 OE415 FF19 ;  Combiner=ESOE1/6AI | ID=19_L_OE405_I-Z
STAR:ESOE:19:R·OE855·ILS·Z:OE855 OE415 FF19 ;  Combiner=ESOE1/6AI | ID=19_R_OE855_I-Z
STAR:ESOE:19:S·OE410·ILS·Z:OE410 OE415 FF19 ;  Combiner=ESOE1/6AI | ID=19_S_OE410_I-Z
STAR:ESOE:19:L·OE405·RNP:OE405 OE415 OE420 ;  Combiner=ESOE1/6AR | ID=19_L_OE405_R
STAR:ESOE:19:R·OE855·RNP:OE855 OE415 OE420 ;  Combiner=ESOE1/6AR | ID=19_R_OE855_R
STAR:ESOE:19:S·OE410·RNP:OE410 OE415 OE420 ;  Combiner=ESOE1/6AR | ID=19_S_OE410_R
STAR:ESOE:19:EN·NDB:EN D005E EN ;  Combiner=ESOE1/AN | ID=19_EN_N
STAR:ESOE:19:EN·1·ILS·Y:BEDLA EN CF19 FF19 ;  Combiner=ESOE1/3A*I | ID=19_EN-1_EN_I-Y
STAR:ESOE:19:EN·2·ILS·Y:TABUT EN CF19 FF19 ;  Combiner=ESOE1/3A*I | ID=19_EN-2_EN_I-Y
STAR:ESOE:19:EN·3·ILS·Y:JOMFA EN CF19 FF19 ;  Combiner=ESOE1/3A*I | ID=19_EN-3_EN_I-Y
STAR:ESOE:19:EN·4·ILS·Y:DETSO EN CF19 FF19 ;  Combiner=ESOE1/3A*I | ID=19_EN-4_EN_I-Y
STAR:ESOE:19:EN·5·ILS·Y:SONIX EN CF19 FF19 ;  Combiner=ESOE1/3A*I | ID=19_EN-5_EN_I-Y
STAR:ESOE:19:EN·6·ILS·Y:LAPSI EN CF19 FF19 ;  Combiner=ESOE1/3A*I | ID=19_EN-6_EN_I-Y
STAR:ESOH:18:OVHD·OH:ESOH ;  Combiner=ESOH1/2 | ID=18_OVHD-OH
